Title,Employer Name,Experience,Salary,Location,Posted Value,Posted Unit,Skills list
Hr recruiter internship,English Wizard,0 to 4 Yrs,,All India,1,month,"['Recruitment  Talent Acquisition skills', 'Interviewing', 'Screening techniques', 'Excellent communication', 'interpersonal skills', 'Attention to detail', 'organizational skills', 'Ability to work independently', 'remotely', 'Experience with HR software', 'tools']"
Machine Maintenance Technician,Unidos Technology,5 to 9 Yrs,,Chennai,1,month,"['mechanical systems troubleshooting', 'preventive maintenance', 'technical support', 'training', 'compliance', 'communication', 'interpersonal skills', 'problemsolving', 'recordkeeping', 'reading technical manuals', 'schematics interpretation', 'safety protocols']"
Test Engineer (Murex Treasury Application Tester),Advent Global Solutions,4 to 8 Yrs,,Kolkata,1,month,"['SQL queries Test management tools', 'Analytical skills', 'Communication skills', 'Agile methodologies', 'Test automation tools', 'Murex application testing experience', 'Defect tracking', 'reporting', 'Problemsolving skills', 'Financial markets knowledge']"
VMC supervisor,SIRUVASRI ENTERPRISES,3 to 7 Yrs,,All India,1,month,"['CNC programming Leadership Skills', 'Communication Skills', 'Knowledge about VMC machine shop supervisor', 'Problemsolving Skills', 'Quality Focus']"
Flutter Developer,Swank InfyTech Pvt Ltd - swankinfytech.com,2 to 6 Yrs,,Uttar Pradesh,1,month,"['Designing Development', 'APIs', 'Laravel', 'Javascript', 'Communication Skills', 'Problem Solving', 'Software Development', 'Flutter']"
Receptionist cum Office Assistant,AL RAZ International Business Links,1 to 5 Yrs,,Kerala,1,month,['Microsoft OfficeCommunication Skill']
Sports salesman,Sangam sports,0 to 4 Yrs,,Haryana,1,month,"['Customer service Product knowledge', 'Communication skills', 'Time management', 'Salesmanship']"
"Ground Staff, Passenger Service, Airport, Air Ticketing, Airport Staff",Kaitech Technologies Services,0 to 4 Yrs,,Madurai,1,month,"['ticketingfresher', 'good analytical skills', 'ground staff']"
Purchase Engineer,Shree Kela Enterprise,4 to 8 Yrs,,All India,1,month,['Purchase Engineer BE Civil']
Customer Support Specialist,GTech Web Solutions Pvt. Ltd.,1 to 5 Yrs,,Kolkata,1,month,['Excellent Communication skills']
TGT Science and Mathematics Tutor,Maple institute of Education,4 to 8 Yrs,,Rohtak,1,month,"['Classroom ManagementJEENEET expert', 'Olympiad expert', 'Science experiments with theory', 'Models on mathematics topics']"
Vacancies For Dm/Mch Medical and Surgical oncology,www.mcarejobs.com,3 to 7 Yrs,,Hyderabad,1,month,['Medical Oncologist Surgical Oncologist']
Financial Market Analyst Intern,PipRaiser,0 to 4 Yrs,,All India,1,month,"['Trading Market research', 'Risk evaluation', 'Regulatory compliance', 'Portfolio management', 'Client acquisition', 'Investment principles', 'Market trends analysis', 'Financial regulations']"
Lead Generation Executive,Ravi Trading Company,0 to 4 Yrs,,Delhi,1,month,['Lead generationExecutive']
Application Engineer,Prime Placement & Manpower Services,1 to 5 Yrs,,Ahmedabad,1,month,"['PLCDRIVE', 'SCADA programing']"
Internship Program in MERN,Reon Technologies,0 to 4 Yrs,,Kerala,1,month,"['MongoDBExpressjs', 'Reactjs', 'Nodejs']"
Lathe Machine Turner,AtoZ VirtuaL Pvt Ltd,4 to 8 Yrs,,Pune,1,month,"['operations lathe', 'cutting', 'machining', 'maintenance', 'lathe machine operation', 'problemsolving', 'measuring tools', 'safety awareness', 'machining', 'cutting', 'basic maintenance', 'reading technical drawings']"
Human Resources Executive,TrainingInbox Edtech Private Limited,0 to 3 Yrs,,Maharashtra,1,month,"['HR policies Communication', 'Documentation', 'Recruitment', 'Interviewing', 'Customer service', 'Interpersonal skills', 'Problemsolving', 'Empathy']"
Human Resource Development,DiveIn Media,1 to 5 Yrs,,Karnataka,1,month,"['Human Resources HR Management', 'Personnel Management', 'Written Communication', 'Verbal Communication']"
Bancassurance Manager,Affable Management Services,3 to 7 Yrs,,Kottayam,1,month,"['Sales Business Development', 'Relationship Management', 'Training', 'Product Knowledge', 'Marketing', 'Operations Management', 'Customer Satisfaction', 'Market Analysis', 'Reporting', 'Compliance']"
Customer Service Staff,Hotel Jobs Romania margao,2 to 6 Yrs,,All India,1,month,"['Retail Management Sales', 'Customer Service', 'Inventory Management']"
Talent Acquisition Specialist- Bulk Hiring- Non IT,Aimlay,2 to 6 Yrs,,Delhi,1,month,"['Recruitment Strategy Sourcing  Networking', 'Screening  Interviewing', 'Collaboration with Hiring Managers', 'Candidate Evaluation', 'Offer Negotiation  Onboarding']"
International Sales Voice Agent,OnlineInfatuation,0 to 4 Yrs,,Noida,1,month,"['International sales Voice process', 'International Voice', 'Auto spare parts', 'Sales target', 'Auto engine', 'Transmission parts', 'USA customers']"
Experienced Accountant,Habuild Healthtech,0 to 4 Yrs,,All India,1,month,"['Tally Excel', 'Accounting software']"
Store Keeper/Inventory Controller,Affable Management Services,2 to 6 Yrs,,Kozhikode,1,month,"['Store KeepingInventory Controlling', 'Software Knowledge']"
ASP.NET Developer(Intern),Digi Epitome Technology [P] Limited,0 to 4 Yrs,,Lucknow,1,month,"['C HTML', 'CSS', 'JavaScript', 'Bootstrap', 'SQL Server', 'ASPNET']"
Academic Counsellor,Aptech Aviation Academy,2 to 6 Yrs,,Chennai,1,month,['Educational Counsellor']
Human Resources Operations Specialist,White Force Group,3 to 7 Yrs,,All India,1,month,"['Compensation Management Compliance', 'Record Keeping', 'Spine NX software', 'Analyzing market data', 'Salary adjustments', 'Employee Support']"
Sales Officer-Loan,Value Hunt,1 to 5 Yrs,,Agra,1,month,"['Excellent negotiation  persuasion skills', 'Strong problemsolving abilities', 'Customeroriented mindset with a proactive approach', 'Ability to work in a fastpaced environment']"
Non voice,Believers HR,1 to 5 Yrs,,Haryana,1,month,['English Hindi']
Programme Manager - Pathways,Central Bedfordshire College,3 to 7 Yrs,,Kolkata,1,month,"['Team Management Curriculum Development', 'People Management', 'Effective Communication', 'Pathways Provision Management', 'Student Support', 'Student Outcomes', 'Leadership', 'Management', 'Teaching', 'Quality Assurance', 'Organisational Skills', 'Compliance', 'Flexibility']"
Jr Accountant,Bose Consulting,2 to 6 Yrs,,All India,1,month,['Accountant']
Factory Worker/Packer,S.F MANPOWER SOLUTIONS,0 to 4 Yrs,,Nagpur,1,month,"['PackingFactory work', '10th12th pass', 'Fulltime', 'Day shift', 'Performance bonus']"
Social Media Marketing Intern,National Law Training Institute,0 to 4 Yrs,,Panchkula,1,month,"['Marketing Branding', 'Communication Skills', 'Trend Analysis', 'Campaign Execution', 'Digital Content Creation', 'Canva', 'YouTube Presentation', 'Brand Outreach', 'Social Media Trends', 'Digital Marketing Strategies']"
Software Support Engineer,iCloudEMS,1 to 5 Yrs,,Nagpur,1,month,"['PHP MYSQL', 'MSEXCEL']"
Safety Officer,Career Path Solution,3 to 7 Yrs,,Kolkata,1,month,"['Civil Engineering Electrical Engineering', 'Mechanical Engineering', 'Safety Engineer', 'Safety Officer']"
Personal Assistant,Docdort,1 to 5 Yrs,,Vadodara,1,month,"['document preparation communication skills', 'confidentiality', 'data', 'excel', 'report preparation', 'email management', 'data entry', 'call management', 'administrative', 'calendar scheduling', 'independent work', 'multitasking', 'excel reporting', 'presentation preparation', 'administrative tasks']"
Senior Commercial Executive,Om Shri Shubh Labh Agritech Retailers,2 to 6 Yrs,,All India,1,month,"['Retail Sales', 'Customer Service', 'Inventory Management']"
Talent & Scouting Assistant & Junior Booker,Mezora Talents,0 to 4 Yrs,,Maharashtra,1,month,"['Negotiation SkillsTalent Identification', 'Organizational Skills', 'Excellent Communication', 'Attention to Detail', 'Social Media Savvy', 'Basic Sales  Client Relations']"
ASSISTANT PROFESSOR (MEDIA),MAHARISHI UNIVERSITY OF INFORMATION TECHNOLOGY,2 to 6 Yrs,,Noida,1,month,['Journalism Mass Communication']
Sales Executive (Only Showroom),Gujarat Construction Company,2 to 8 Yrs,,Ahmedabad,1,month,"['Glass Automation', 'Furniture', 'Modular Kitchen', 'Veneers', 'Lighting', 'Bath Fittings', 'Premium Aluminium windows', 'Mosaic', 'Premium Ceramic', 'Wall Textures', 'Murals', 'Artifacts']"
Graphic Designer and Video Editor Intern/Fresher,DELHI CHAI CAFE,1 to 5 Yrs,,Kolkata,1,month,"['Adobe Creative Suite Photoshop', 'Illustrator', 'After Effects', 'Corel Draw', 'Graphics', 'Graphic Design', 'Logo Design', 'Branding', 'Typography', 'Video Editing', 'Premiere Pro']"
Regional Sales Manager / Sales Manager IT Software,Ubitech Solutions Pvt Ltd,3 to 7 Yrs,,Valsad,1,month,"['Sales Management Business Development', 'Client Relationship Management', 'Communication', 'Negotiation']"
Production Supervisor,RelevPro HR Services LLP,3 to 7 Yrs,,Hyderabad,1,month,"['Mechanicalsupervise', 'Electrical']"
Human Resources Trainee,Requin Solutions Pvt. Ltd.,0 to 4 Yrs,,Jaipur,1,month,"['Communication skills Interpersonal skills', 'Human Resources HR skills', 'HR Management skills', 'Knowledge of HR policies', 'Employee benefits knowledge', 'Personnel management experience']"
Sales Nutritionist,Guru Ni30 Private Limited,0 to 4 Yrs,,All India,1,month,"['Nutrition Sales', 'Communication', 'Consultation', 'Marketing', 'Client Followup']"
Plumber,Jeeves Consumer Services Private Limited,1 to 5 Yrs,,Chennai,1,month,"['InstallationMaintain', 'Repair Plumbing Systems']"
Business Development Intern,Obitel Prime Realtors,0 to 4 Yrs,,Maharashtra,1,month,"['Business Development Sales', 'Market Analysis', 'Client Relationship Management', 'Marketing', 'CRM Systems']"
Clinic Manager (Female),Dr. Nivedita Dadu's Dermatology Clinic,5 to 9 Yrs,,Delhi,1,month,"['Dermatology Beauty', 'Wellness', 'Nutrition', 'Food Science', 'Communication', 'Leadership']"
HR & Admin Executive,Gallant Technical Solutions Pvt Ltd,1 to 5 Yrs,,Navi Mumbai,1,month,"['Microsoft Excel Microsoft Word', 'Microsoft PowerPoint', 'Written Communication', 'Oral Communication', 'Time Management', 'Interpersonal Skills', 'Computer Knowledge', 'Email Communication', 'Organizational Skills', 'Detailoriented', 'Prioritization', 'HR Principles', 'Employment Laws']"
Sr. Business Development Executive,Hudle,2 to 6 Yrs,,Pune,1,month,"['Cold calling Lead generation', 'Business development', 'Verbal communication', 'Written communication', 'Interpersonal communication', 'Microsoft Excel', 'Microsoft PowerPoint', 'Prospect management', 'Sales CRM']"
Technical Field Engineer,Jewels Infosystems,1 to 5 Yrs,,Jaipur,1,month,"['Configuring Troubleshooting', 'Inventory management', 'Software licensing', 'Server', 'Networking', 'Firewall', 'Installing', 'Maintaining', 'Repairing', 'Enduser support', 'System upgrades']"
Project Coordinator,Manipal University,0 to 4 Yrs,,Karnataka,1,month,"['Computer Skills English', 'Kannada', 'Malayalam', 'MSW Qualification', 'Tulu', 'Konkani']"
Jr HR Admin,Radiance Hydraulics,1 to 5 Yrs,,Maharashtra,1,month,"['Written Communication Verbal Communication', 'Interpersonal Skills', 'People Management', 'Microsoft Office', 'Recruitment', 'Joining Formalities', 'Employee Database Management', 'Induction', 'Employee Training', 'Grievance Handling', 'Attendance Management', 'Leave Management', 'Employee Engagement', 'HR Compliances', 'Travel Desk Management', 'Admin Activities']"
Inbound Tech Sales Consultant,Adeeba e Services Pvt. Ltd.,0 to 3 Yrs,,Kolkata,1,month,"['Troubleshooting Computer', 'Broadband', 'Router', 'Mac', 'Iphone', 'Ipad', 'Outbound Tech Support', 'Closing calls', 'Convincing skills', 'Sales skills', 'BLUE SCREEN ERRORS', 'POP UP CALLS', 'Printer', 'Email issues']"
Human Resources Associate,F13 Technologies,1 to 5 Yrs,,Delhi,1,month,"['Recruitment Onboarding', 'Employee Relations', 'HR Administration', 'HR Policies', 'Compliance', 'Administrative Support', 'Communication', 'Interpersonal Skills', 'Organizational Skills']"
Signage Designer,Enterspace,1 to 5 Yrs,,Karnataka,1,month,"['Adobe Illustrator Photoshop', 'CorelDRAW', 'AutoCAD', 'Adobe Creative Suite', 'InDesign', 'SketchUp']"
Electrical Sales Engineer,Empower HR Solutions,2 to 6 Yrs,,Delhi,1,month,"['electrical sales communication skills', 'technical sales', 'negotiation skills', 'industrial sales', 'customer relationship management', 'electrical engineering', 'presentation skills', 'ms office suite', 'rotary switches', 'control panel equipments', 'crm software']"
Field Engineer,Royal Staffing Services,1 to 5 Yrs,,Surat,1,month,"['Communication Research', 'System Installation', 'Safety Inspection', 'Equipment Maintenance', 'Supervision', 'Field Activities Management', 'Engineering Design Implementation', 'Problem Diagnosis', 'Technical Repairs', 'Report Drafting']"
Localization MIS & CAT Tools Specialist,CRATERZONE PVT LTD,1 to 5 Yrs,,Delhi,1,month,"['CAT Tools SDL Trados', 'MemoQ', 'Translation Memory', 'Performance Dashboards', 'Project Tracking', 'Quality Assurance', 'Machine Learning', 'Translation Management Systems', 'Glossary Creation', 'Multilingual Content Workflows', 'Memsource', 'Term Base', 'Document Formatting', 'File Engineering', 'AI Tools', 'Multilingual File Formats', 'DTP Tools']"
Manual Machinist,Core Minds Tech Solutions,2 to 6 Yrs,,Noida,1,month,"['Milling lathe', 'Grinder', 'Can understand mechanical drawings']"
Software Tester,Data Spot Technologies,1 to 12 Yrs,,Kozhikode,1,month,"['Software Testing Manual Testing', 'Performance Testing', 'API Testing', 'Git', 'Communication Skills', 'Version Control Systems', 'Analytical Thinking', 'ProblemSolving']"
Receptionist,NEOCASA INFRATECH PRIVATE LIMITED,0 to 4 Yrs,,Noida,1,month,"['Interpersonal skillsExcellent communication', 'Microsoft Office Suite', 'Organizational skills', 'Multitasking abilities', 'Attention to detail', 'Problemsolving skills', 'Knowledge of office equipment']"
"Snr Technical Data Analyst, Markets Data Governance",LSEG (London Stock Exchange Group),5 to 9 Yrs,,All India,1,month,"['Data Analysis APIs', 'Data Governance', 'Data Management', 'Data Quality', 'Performance Analysis', 'Sharepoint', 'Agile', 'Jira', 'Kanban', 'SQL', 'Python', 'Azure', 'Relational Databases', 'ETL', 'Data Architecture', 'Stakeholder Management', 'Client Communication', 'Risk Management', 'Technology Standards', 'Microsoft Azure Purview', 'Data Catalogue', 'Data Lineage', 'Record Management', 'Workflow Customization', 'Metadata Functionalities', 'Application UI Configuration', 'Data Source Discovery', 'Data Harvesting', 'Data System Analysis', 'Power Apps', 'Power Platform', 'Apache Atlas', 'M365 Suite', 'Financial Services Regulatory Framework', 'Data Remediation', 'Organisational Skills', 'Financial Stability', 'Economic Empowerment', 'Sustainable Growth']"
Housekeeping Staff,VIHU,1 to 5 Yrs,,Delhi,1,month,"['Housekeeping Cleaning', 'Organizing', 'Sanitization']"
Project Manager,Clippet,2 to 6 Yrs,,Karnataka,1,month,"['Project Planning Budget Management', 'Team Coordination', 'Client Communication', 'Risk Assessment', 'Resource Allocation', 'Quality Control', 'Time Management']"
HR Internship Paid (6-Months),Conative IT Solutions Indore,0 to 4 Yrs,,Indore,1,month,"['Recruitment HR Operations', 'Onboarding', 'Employee Engagement', 'Employee Development', 'Employee Records Management', 'Administrative Tasks']"
Engr III Cslt-Data Engineering,Technogen India Pvt. Ltd.,4 to 8 Yrs,,Hyderabad,1,month,"['SQL Java', 'Redis', 'Workflow management', 'ETLELT', 'Data Warehouse', 'Big Data technologies', 'MemoryStore', 'Spanner', 'Data pipeline management', 'Governance tools']"
Graphic Designer & Video Editor,QDev Technolab Pvt. Ltd.,1 to 5 Yrs,,Ahmedabad,1,month,"['typography digital media', 'print media', 'photography', 'video editing', 'Adobe Creative Suite', 'After Effects', 'Adobe Premiere Pro', 'Illustrator', 'communication skills', 'illustrative design', 'design platforms', 'conceptual thinking']"
Sales Intern FMCG (Food Products),Dfinit Ventures,0 to 4 Yrs,,Pune,1,month,"['Sales Business Development', 'Market Research', 'CRM Management', 'Marketing Collaterals', 'B2B Onboarding']"
New Business Development,Shapes Products Pvt Ltd,1 to 5 Yrs,,All India,1,month,"['Sales Management Communication', 'Business Strategy', 'Operations Management', 'Strategic Planning', 'Computer Skill']"
Branch Collections Manager,CredResolve,2 to 6 Yrs,,Jaipur,1,month,"['LeadershipStrong communication', 'Organizational skills']"
HR Intern,innofied,0 to 3 Yrs,,Pune,1,month,"['Verbal Communication Written Communication', 'Microsoft Word', 'Microsoft Excel', 'Microsoft Powerpoint', 'Recruitment', 'Interpersonal Skills', 'Organizational Skills']"
Senior Software Tester,Devant IT Solutions Pvt Ltd,1 to 5 Yrs,,All India,1,month,"['programming communication skills', 'critical thinking', 'software test design', 'testing methodologies', 'test techniques', 'organizational skills', 'detailoriented mindset']"
Consultant Dermatologist - Full Time,Medihub Healthcare,0 to 3 Yrs,,Chennai,1,month,"['Dermatologyskin clinic', 'hair clinic']"
Graphics Designing Intern,credence tracker,0 to 4 Yrs,,Nagpur,1,month,"['BrandingVideo Making', '2D3D videos', 'Reels Making', 'Post Designing', 'Logo Designing', 'Image Preparation', 'Website', 'Blog Updates', 'Marketing Principles']"
Non Voice & Technical Support,WeStand Financial Services,0 to 4 Yrs,,Karnataka,1,month,"['Email Management Customer Support', 'Customer Service', 'Technical Support', 'Voice Process', 'International Call Center', 'International Voice', 'Live Chat Support']"
